troop1,troop2,troop3,troop4,troop5,troop6,troop7,->,trait1,trait2,trait3,trait4,trait5,trait6
bandit,dart_goblin,executioner,skele_drag,skele_king,spear_gobs,valkyrie,->,ace_2,blaster_2,brutalist_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,executioner,skele_drag,skele_king,valkyrie,wizard,->,ace_2,blaster_2,brutalist_2,clan_2,ranger_2,undead_2
bandit,dart_goblin,gob_machine,gold_knight,mega_knight,mini_pekka,pekka,->,ace_2,assassin_2,brawler_2,brutalist_2,goblin_2,pekka_2
bandit,dart_goblin,gob_machine,gold_knight,mega_knight,mini_pekka,prince,->,ace_2,assassin_2,brawler_2,brutalist_2,goblin_2,noble_2
bandit,dart_goblin,gob_machine,gold_knight,mega_knight,prince,royal_giant,->,ace_2,assassin_2,brawler_2,goblin_2,noble_2,ranger_2
bandit,dart_goblin,gob_machine,gold_knight,mega_knight,prince,skele_drag,->,ace_2,assassin_2,brawler_2,goblin_2,noble_2,ranger_2
bandit,dart_goblin,gob_machine,gold_knight,mega_knight,prince,skele_king,->,ace_2,assassin_2,brawler_2,brutalist_2,goblin_2,noble_2
bandit,dart_goblin,gob_machine,gold_knight,mega_knight,prince,valkyrie,->,ace_2,assassin_2,brawler_2,brutalist_2,goblin_2,noble_2
bandit,dart_goblin,gob_machine,gold_knight,mega_knight,skele_drag,skele_king,->,ace_2,assassin_2,brutalist_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,gob_machine,gold_knight,mini_pekka,monk,musketeer,->,ace_2,assassin_2,brutalist_2,goblin_2,noble_2,superstar_2
bandit,dart_goblin,gob_machine,gold_knight,mini_pekka,pekka,prince,->,assassin_2,brawler_2,brutalist_2,goblin_2,noble_2,pekka_2
bandit,dart_goblin,gob_machine,gold_knight,monk,musketeer,royal_giant,->,ace_2,assassin_2,goblin_2,noble_2,ranger_2,superstar_2
bandit,dart_goblin,gob_machine,gold_knight,monk,musketeer,skele_drag,->,ace_2,assassin_2,goblin_2,noble_2,ranger_2,superstar_2
bandit,dart_goblin,gob_machine,gold_knight,monk,musketeer,skele_king,->,ace_2,assassin_2,brutalist_2,goblin_2,noble_2,superstar_2
bandit,dart_goblin,gob_machine,gold_knight,monk,musketeer,valkyrie,->,ace_2,assassin_2,brutalist_2,goblin_2,noble_2,superstar_2
bandit,dart_goblin,gob_machine,gold_knight,monk,skele_drag,skele_king,->,ace_2,assassin_2,brutalist_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,gob_machine,gold_knight,monk,skele_drag,witch,->,ace_2,assassin_2,goblin_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,gob_machine,gold_knight,monk,skele_king,witch,->,ace_2,assassin_2,brutalist_2,goblin_2,superstar_2,undead_2
bandit,dart_goblin,gob_machine,gold_knight,musketeer,skele_drag,skele_king,->,assassin_2,brutalist_2,goblin_2,noble_2,ranger_2,undead_2
bandit,dart_goblin,gob_machine,gold_knight,musketeer,skele_drag,witch,->,assassin_2,goblin_2,noble_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,gob_machine,gold_knight,musketeer,skele_king,witch,->,assassin_2,brutalist_2,goblin_2,noble_2,superstar_2,undead_2
bandit,dart_goblin,gob_machine,gold_knight,prince,skele_drag,skele_king,->,assassin_2,brutalist_2,goblin_2,noble_2,ranger_2,undead_2
bandit,dart_goblin,gob_machine,gold_knight,princess,skele_drag,skele_king,->,assassin_2,brutalist_2,goblin_2,noble_2,ranger_2,undead_2
bandit,dart_goblin,gob_machine,gold_knight,princess,valkyrie,wizard,->,assassin_2,blaster_2,brutalist_2,clan_2,goblin_2,noble_2
bandit,dart_goblin,gob_machine,mega_knight,mini_pekka,pekka,royal_ghost,->,ace_2,assassin_2,brawler_2,brutalist_2,goblin_2,pekka_2
bandit,dart_goblin,gob_machine,mega_knight,mini_pekka,pekka,royal_giant,->,ace_2,brawler_2,brutalist_2,goblin_2,pekka_2,ranger_2
bandit,dart_goblin,gob_machine,mega_knight,mini_pekka,pekka,skele_drag,->,ace_2,brawler_2,brutalist_2,goblin_2,pekka_2,ranger_2
bandit,dart_goblin,gob_machine,mega_knight,mini_pekka,royal_ghost,skele_drag,->,ace_2,assassin_2,brutalist_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,gob_machine,mega_knight,pekka,royal_ghost,skele_drag,->,ace_2,assassin_2,brawler_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,gob_machine,mega_knight,pekka,royal_ghost,skele_king,->,ace_2,assassin_2,brawler_2,brutalist_2,goblin_2,undead_2
bandit,dart_goblin,gob_machine,mega_knight,pekka,skele_drag,skele_king,->,ace_2,brawler_2,brutalist_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,gob_machine,mega_knight,prince,royal_ghost,skele_drag,->,ace_2,assassin_2,brawler_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,gob_machine,mega_knight,prince,royal_ghost,skele_king,->,ace_2,assassin_2,brawler_2,brutalist_2,goblin_2,undead_2
bandit,dart_goblin,gob_machine,mega_knight,prince,skele_drag,skele_king,->,ace_2,brawler_2,brutalist_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,gob_machine,mega_knight,royal_ghost,royal_giant,skele_king,->,ace_2,assassin_2,brutalist_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,gob_machine,mega_knight,royal_ghost,skele_drag,valkyrie,->,ace_2,assassin_2,brutalist_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,gob_machine,mini_pekka,monk,royal_ghost,skele_drag,->,ace_2,assassin_2,brutalist_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,gob_machine,mini_pekka,monk,royal_ghost,witch,->,ace_2,assassin_2,brutalist_2,goblin_2,superstar_2,undead_2
bandit,dart_goblin,gob_machine,mini_pekka,monk,skele_drag,witch,->,ace_2,brutalist_2,goblin_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,gob_machine,mini_pekka,pekka,royal_ghost,skele_drag,->,assassin_2,brutalist_2,goblin_2,pekka_2,ranger_2,undead_2
bandit,dart_goblin,gob_machine,monk,musketeer,royal_ghost,skele_drag,->,ace_2,assassin_2,goblin_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,gob_machine,monk,musketeer,royal_ghost,skele_king,->,ace_2,assassin_2,brutalist_2,goblin_2,superstar_2,undead_2
bandit,dart_goblin,gob_machine,monk,musketeer,skele_drag,skele_king,->,ace_2,brutalist_2,goblin_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,gob_machine,monk,royal_ghost,royal_giant,skele_king,->,ace_2,assassin_2,brutalist_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,gob_machine,monk,royal_ghost,royal_giant,witch,->,ace_2,assassin_2,goblin_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,gob_machine,monk,royal_ghost,skele_drag,valkyrie,->,ace_2,assassin_2,brutalist_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,gob_machine,monk,royal_ghost,valkyrie,witch,->,ace_2,assassin_2,brutalist_2,goblin_2,superstar_2,undead_2
bandit,dart_goblin,gob_machine,monk,royal_giant,skele_king,witch,->,ace_2,brutalist_2,goblin_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,gob_machine,monk,skele_drag,valkyrie,witch,->,ace_2,brutalist_2,goblin_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,gob_machine,royal_ghost,skele_drag,valkyrie,wizard,->,assassin_2,brutalist_2,clan_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,goblins,mega_knight,mini_pekka,pekka,royal_giant,->,ace_2,assassin_2,brawler_2,goblin_2,pekka_2,ranger_2
bandit,dart_goblin,goblins,mega_knight,mini_pekka,pekka,skele_drag,->,ace_2,assassin_2,brawler_2,goblin_2,pekka_2,ranger_2
bandit,dart_goblin,goblins,mega_knight,mini_pekka,pekka,skele_king,->,ace_2,assassin_2,brawler_2,brutalist_2,goblin_2,pekka_2
bandit,dart_goblin,goblins,mega_knight,mini_pekka,pekka,valkyrie,->,ace_2,assassin_2,brawler_2,brutalist_2,goblin_2,pekka_2
bandit,dart_goblin,goblins,mega_knight,mini_pekka,skele_drag,skele_king,->,ace_2,assassin_2,brutalist_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,goblins,mega_knight,musketeer,prince,royal_giant,->,ace_2,assassin_2,brawler_2,goblin_2,noble_2,ranger_2
bandit,dart_goblin,goblins,mega_knight,musketeer,prince,skele_drag,->,ace_2,assassin_2,brawler_2,goblin_2,noble_2,ranger_2
bandit,dart_goblin,goblins,mega_knight,musketeer,prince,witch,->,ace_2,assassin_2,brawler_2,goblin_2,noble_2,superstar_2
bandit,dart_goblin,goblins,mega_knight,musketeer,skele_drag,witch,->,ace_2,assassin_2,goblin_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,goblins,mega_knight,pekka,skele_drag,skele_king,->,ace_2,assassin_2,brawler_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,goblins,mega_knight,pekka,skele_drag,witch,->,ace_2,assassin_2,brawler_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,goblins,mega_knight,prince,princess,royal_giant,->,ace_2,assassin_2,brawler_2,goblin_2,noble_2,ranger_2
bandit,dart_goblin,goblins,mega_knight,prince,princess,skele_drag,->,ace_2,assassin_2,brawler_2,goblin_2,noble_2,ranger_2
bandit,dart_goblin,goblins,mega_knight,prince,princess,wizard,->,ace_2,assassin_2,blaster_2,brawler_2,goblin_2,noble_2
bandit,dart_goblin,goblins,mega_knight,prince,skele_drag,skele_king,->,ace_2,assassin_2,brawler_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,goblins,mega_knight,prince,skele_drag,witch,->,ace_2,assassin_2,brawler_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,goblins,mega_knight,skele_drag,skele_king,valkyrie,->,ace_2,assassin_2,brutalist_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,goblins,mini_pekka,monk,skele_drag,skele_king,->,ace_2,assassin_2,brutalist_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,goblins,mini_pekka,monk,skele_drag,witch,->,ace_2,assassin_2,goblin_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,goblins,mini_pekka,monk,skele_king,witch,->,ace_2,assassin_2,brutalist_2,goblin_2,superstar_2,undead_2
bandit,dart_goblin,goblins,mini_pekka,pekka,skele_drag,skele_king,->,assassin_2,brutalist_2,goblin_2,pekka_2,ranger_2,undead_2
bandit,dart_goblin,goblins,monk,musketeer,pekka,prince,->,ace_2,assassin_2,brawler_2,goblin_2,noble_2,superstar_2
bandit,dart_goblin,goblins,monk,musketeer,prince,royal_giant,->,ace_2,assassin_2,goblin_2,noble_2,ranger_2,superstar_2
bandit,dart_goblin,goblins,monk,musketeer,prince,skele_drag,->,ace_2,assassin_2,goblin_2,noble_2,ranger_2,superstar_2
bandit,dart_goblin,goblins,monk,musketeer,princess,royal_giant,->,ace_2,assassin_2,goblin_2,noble_2,ranger_2,superstar_2
bandit,dart_goblin,goblins,monk,musketeer,princess,skele_drag,->,ace_2,assassin_2,goblin_2,noble_2,ranger_2,superstar_2
bandit,dart_goblin,goblins,monk,musketeer,princess,wizard,->,ace_2,assassin_2,blaster_2,goblin_2,noble_2,superstar_2
bandit,dart_goblin,goblins,monk,musketeer,skele_drag,skele_king,->,ace_2,assassin_2,goblin_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,goblins,monk,pekka,skele_drag,witch,->,ace_2,assassin_2,goblin_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,goblins,monk,prince,skele_drag,witch,->,ace_2,assassin_2,goblin_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,goblins,monk,princess,skele_drag,witch,->,ace_2,assassin_2,goblin_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,goblins,monk,royal_giant,skele_king,witch,->,ace_2,assassin_2,goblin_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,goblins,monk,skele_drag,skele_king,valkyrie,->,ace_2,assassin_2,brutalist_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,goblins,monk,skele_drag,valkyrie,witch,->,ace_2,assassin_2,goblin_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,goblins,monk,skele_drag,witch,wizard,->,ace_2,assassin_2,goblin_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,goblins,monk,skele_king,valkyrie,witch,->,ace_2,assassin_2,brutalist_2,goblin_2,superstar_2,undead_2
bandit,dart_goblin,goblins,musketeer,prince,skele_drag,witch,->,assassin_2,goblin_2,noble_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,goblins,musketeer,princess,skele_drag,witch,->,assassin_2,goblin_2,noble_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,goblins,skele_drag,skele_king,valkyrie,wizard,->,assassin_2,brutalist_2,clan_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,gold_knight,mega_knight,musketeer,skele_drag,witch,->,ace_2,assassin_2,noble_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,gold_knight,mega_knight,pekka,princess,spear_gobs,->,ace_2,assassin_2,blaster_2,brawler_2,goblin_2,noble_2
bandit,dart_goblin,gold_knight,mega_knight,prince,royal_giant,spear_gobs,->,ace_2,assassin_2,brawler_2,goblin_2,noble_2,ranger_2
bandit,dart_goblin,gold_knight,mega_knight,prince,skele_drag,skele_king,->,ace_2,assassin_2,brawler_2,noble_2,ranger_2,undead_2
bandit,dart_goblin,gold_knight,mega_knight,prince,skele_drag,spear_gobs,->,ace_2,assassin_2,brawler_2,goblin_2,noble_2,ranger_2
bandit,dart_goblin,gold_knight,mega_knight,prince,skele_drag,witch,->,ace_2,assassin_2,brawler_2,noble_2,ranger_2,undead_2
bandit,dart_goblin,gold_knight,mega_knight,prince,spear_gobs,wizard,->,ace_2,assassin_2,blaster_2,brawler_2,goblin_2,noble_2
bandit,dart_goblin,gold_knight,mega_knight,princess,royal_giant,spear_gobs,->,ace_2,assassin_2,blaster_2,goblin_2,noble_2,ranger_2
bandit,dart_goblin,gold_knight,mega_knight,princess,skele_drag,spear_gobs,->,ace_2,assassin_2,blaster_2,goblin_2,noble_2,ranger_2
bandit,dart_goblin,gold_knight,monk,musketeer,royal_giant,spear_gobs,->,ace_2,assassin_2,goblin_2,noble_2,ranger_2,superstar_2
bandit,dart_goblin,gold_knight,monk,musketeer,skele_drag,skele_king,->,ace_2,assassin_2,noble_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,gold_knight,monk,musketeer,skele_drag,spear_gobs,->,ace_2,assassin_2,goblin_2,noble_2,ranger_2,superstar_2
bandit,dart_goblin,gold_knight,monk,musketeer,spear_gobs,wizard,->,ace_2,assassin_2,blaster_2,goblin_2,noble_2,superstar_2
bandit,dart_goblin,gold_knight,monk,prince,skele_drag,witch,->,ace_2,assassin_2,noble_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,gold_knight,monk,princess,royal_giant,spear_gobs,->,ace_2,assassin_2,blaster_2,goblin_2,noble_2,ranger_2
bandit,dart_goblin,gold_knight,monk,princess,skele_drag,spear_gobs,->,ace_2,assassin_2,blaster_2,goblin_2,noble_2,ranger_2
bandit,dart_goblin,gold_knight,monk,princess,skele_drag,witch,->,ace_2,assassin_2,noble_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,gold_knight,monk,princess,spear_gobs,witch,->,ace_2,assassin_2,blaster_2,goblin_2,noble_2,superstar_2
bandit,dart_goblin,gold_knight,monk,skele_drag,spear_gobs,witch,->,ace_2,assassin_2,goblin_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,gold_knight,musketeer,skele_drag,spear_gobs,witch,->,assassin_2,goblin_2,noble_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,gold_knight,princess,skele_drag,skele_king,spear_gobs,->,assassin_2,blaster_2,goblin_2,noble_2,ranger_2,undead_2
bandit,dart_goblin,gold_knight,princess,skele_drag,spear_gobs,witch,->,assassin_2,blaster_2,goblin_2,noble_2,ranger_2,undead_2
bandit,dart_goblin,mega_knight,mini_pekka,pekka,royal_ghost,skele_drag,->,ace_2,assassin_2,brawler_2,pekka_2,ranger_2,undead_2
bandit,dart_goblin,mega_knight,mini_pekka,pekka,royal_ghost,skele_king,->,ace_2,assassin_2,brawler_2,brutalist_2,pekka_2,undead_2
bandit,dart_goblin,mega_knight,mini_pekka,pekka,skele_drag,skele_king,->,ace_2,brawler_2,brutalist_2,pekka_2,ranger_2,undead_2
bandit,dart_goblin,mega_knight,musketeer,prince,royal_ghost,skele_drag,->,ace_2,assassin_2,brawler_2,noble_2,ranger_2,undead_2
bandit,dart_goblin,mega_knight,musketeer,prince,royal_ghost,witch,->,ace_2,assassin_2,brawler_2,noble_2,superstar_2,undead_2
bandit,dart_goblin,mega_knight,musketeer,prince,skele_drag,witch,->,ace_2,brawler_2,noble_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,mega_knight,pekka,royal_ghost,skele_drag,spear_gobs,->,ace_2,assassin_2,brawler_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,mega_knight,prince,princess,royal_ghost,skele_drag,->,ace_2,assassin_2,brawler_2,noble_2,ranger_2,undead_2
bandit,dart_goblin,mega_knight,prince,princess,royal_ghost,spear_gobs,->,ace_2,assassin_2,blaster_2,brawler_2,goblin_2,noble_2
bandit,dart_goblin,mega_knight,prince,princess,royal_giant,spear_gobs,->,ace_2,blaster_2,brawler_2,goblin_2,noble_2,ranger_2
bandit,dart_goblin,mega_knight,prince,princess,skele_drag,spear_gobs,->,ace_2,blaster_2,brawler_2,goblin_2,noble_2,ranger_2
bandit,dart_goblin,mega_knight,prince,royal_ghost,skele_drag,spear_gobs,->,ace_2,assassin_2,brawler_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,mega_knight,princess,royal_ghost,skele_drag,spear_gobs,->,ace_2,assassin_2,blaster_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,mega_knight,royal_ghost,skele_drag,spear_gobs,wizard,->,ace_2,assassin_2,blaster_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,monk,musketeer,prince,royal_ghost,skele_drag,->,ace_2,assassin_2,noble_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,monk,musketeer,princess,royal_ghost,skele_drag,->,ace_2,assassin_2,noble_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,monk,musketeer,princess,royal_ghost,spear_gobs,->,ace_2,assassin_2,blaster_2,goblin_2,noble_2,superstar_2
bandit,dart_goblin,monk,musketeer,princess,royal_giant,spear_gobs,->,ace_2,blaster_2,goblin_2,noble_2,ranger_2,superstar_2
bandit,dart_goblin,monk,musketeer,princess,skele_drag,spear_gobs,->,ace_2,blaster_2,goblin_2,noble_2,ranger_2,superstar_2
bandit,dart_goblin,monk,musketeer,royal_ghost,skele_drag,spear_gobs,->,ace_2,assassin_2,goblin_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,monk,princess,royal_ghost,skele_drag,spear_gobs,->,ace_2,assassin_2,blaster_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,monk,princess,royal_ghost,spear_gobs,witch,->,ace_2,assassin_2,blaster_2,goblin_2,superstar_2,undead_2
bandit,dart_goblin,monk,princess,skele_drag,spear_gobs,witch,->,ace_2,blaster_2,goblin_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,monk,royal_ghost,royal_giant,spear_gobs,witch,->,ace_2,assassin_2,goblin_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,monk,royal_ghost,skele_drag,spear_gobs,wizard,->,ace_2,assassin_2,blaster_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,monk,royal_ghost,spear_gobs,witch,wizard,->,ace_2,assassin_2,blaster_2,goblin_2,superstar_2,undead_2
bandit,dart_goblin,monk,skele_drag,spear_gobs,witch,wizard,->,ace_2,blaster_2,goblin_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,musketeer,princess,royal_ghost,skele_drag,spear_gobs,->,assassin_2,blaster_2,goblin_2,noble_2,ranger_2,undead_2
bandit,dart_goblin,musketeer,princess,royal_ghost,spear_gobs,witch,->,assassin_2,blaster_2,goblin_2,noble_2,superstar_2,undead_2
bandit,dart_goblin,musketeer,princess,skele_drag,spear_gobs,witch,->,blaster_2,goblin_2,noble_2,ranger_2,superstar_2,undead_2
bandit,dart_goblin,prince,princess,royal_ghost,skele_drag,spear_gobs,->,assassin_2,blaster_2,goblin_2,noble_2,ranger_2,undead_2
bandit,dart_goblin,royal_ghost,skele_drag,spear_gobs,valkyrie,wizard,->,assassin_2,blaster_2,clan_2,goblin_2,ranger_2,undead_2
bandit,dart_goblin,royal_ghost,skele_king,spear_gobs,valkyrie,wizard,->,assassin_2,blaster_2,brutalist_2,clan_2,goblin_2,undead_2
bandit,dart_goblin,skele_drag,skele_king,spear_gobs,valkyrie,wizard,->,blaster_2,brutalist_2,clan_2,goblin_2,ranger_2,undead_2
bandit,elec_giant,executioner,gob_machine,goblins,musketeer,princess,->,ace_2,assassin_2,blaster_2,goblin_2,noble_2,superstar_2
bandit,elec_giant,executioner,gob_machine,goblins,skele_king,witch,->,ace_2,assassin_2,brutalist_2,goblin_2,superstar_2,undead_2
bandit,elec_giant,executioner,gob_machine,goblins,valkyrie,wizard,->,ace_2,assassin_2,blaster_2,brutalist_2,clan_2,goblin_2
bandit,elec_giant,executioner,gob_machine,gold_knight,musketeer,spear_gobs,->,ace_2,assassin_2,blaster_2,goblin_2,noble_2,superstar_2
bandit,elec_giant,executioner,gob_machine,royal_ghost,skele_king,spear_gobs,->,ace_2,assassin_2,blaster_2,brutalist_2,goblin_2,undead_2
bandit,elec_giant,executioner,gob_machine,royal_ghost,spear_gobs,witch,->,ace_2,assassin_2,blaster_2,goblin_2,superstar_2,undead_2
bandit,elec_giant,executioner,gob_machine,skele_king,spear_gobs,witch,->,ace_2,blaster_2,brutalist_2,goblin_2,superstar_2,undead_2
bandit,elec_giant,executioner,goblins,musketeer,prince,spear_gobs,->,ace_2,assassin_2,blaster_2,goblin_2,noble_2,superstar_2
bandit,elec_giant,executioner,goblins,musketeer,princess,royal_giant,->,ace_2,assassin_2,blaster_2,giant_2,noble_2,superstar_2
bandit,elec_giant,executioner,goblins,musketeer,royal_giant,spear_gobs,->,ace_2,assassin_2,blaster_2,giant_2,goblin_2,superstar_2
bandit,elec_giant,executioner,goblins,royal_giant,skele_drag,spear_gobs,->,ace_2,assassin_2,blaster_2,giant_2,goblin_2,ranger_2
bandit,elec_giant,executioner,goblins,royal_giant,skele_drag,witch,->,ace_2,assassin_2,giant_2,ranger_2,superstar_2,undead_2
bandit,elec_giant,executioner,goblins,royal_giant,spear_gobs,witch,->,ace_2,assassin_2,blaster_2,giant_2,goblin_2,superstar_2
bandit,elec_giant,executioner,goblins,skele_drag,spear_gobs,witch,->,ace_2,assassin_2,blaster_2,goblin_2,superstar_2,undead_2
bandit,elec_giant,executioner,goblins,skele_king,spear_gobs,witch,->,ace_2,assassin_2,blaster_2,goblin_2,superstar_2,undead_2
bandit,elec_giant,executioner,gold_knight,musketeer,royal_giant,skele_drag,->,ace_2,assassin_2,giant_2,noble_2,ranger_2,superstar_2
bandit,elec_giant,executioner,gold_knight,musketeer,royal_giant,spear_gobs,->,ace_2,assassin_2,blaster_2,giant_2,noble_2,superstar_2
bandit,elec_giant,executioner,gold_knight,musketeer,royal_giant,wizard,->,ace_2,assassin_2,blaster_2,giant_2,noble_2,superstar_2
bandit,elec_giant,executioner,gold_knight,musketeer,valkyrie,wizard,->,ace_2,assassin_2,blaster_2,clan_2,noble_2,superstar_2
bandit,elec_giant,executioner,gold_knight,princess,royal_giant,skele_drag,->,ace_2,assassin_2,blaster_2,giant_2,noble_2,ranger_2
bandit,elec_giant,executioner,gold_knight,princess,royal_giant,witch,->,ace_2,assassin_2,blaster_2,giant_2,noble_2,superstar_2
bandit,elec_giant,executioner,gold_knight,princess,skele_drag,witch,->,ace_2,assassin_2,blaster_2,noble_2,superstar_2,undead_2
bandit,elec_giant,executioner,gold_knight,princess,skele_king,witch,->,ace_2,assassin_2,blaster_2,noble_2,superstar_2,undead_2
bandit,elec_giant,executioner,gold_knight,royal_giant,skele_drag,witch,->,ace_2,assassin_2,giant_2,ranger_2,superstar_2,undead_2
bandit,elec_giant,executioner,musketeer,princess,royal_ghost,royal_giant,->,ace_2,assassin_2,blaster_2,giant_2,noble_2,superstar_2
bandit,elec_giant,executioner,musketeer,princess,royal_ghost,skele_drag,->,ace_2,assassin_2,blaster_2,noble_2,superstar_2,undead_2
bandit,elec_giant,executioner,musketeer,princess,royal_ghost,skele_king,->,ace_2,assassin_2,blaster_2,noble_2,superstar_2,undead_2
bandit,elec_giant,executioner,musketeer,princess,royal_giant,skele_drag,->,ace_2,blaster_2,giant_2,noble_2,ranger_2,superstar_2
bandit,elec_giant,executioner,musketeer,royal_ghost,royal_giant,skele_drag,->,ace_2,assassin_2,giant_2,ranger_2,superstar_2,undead_2
bandit,elec_giant,executioner,prince,princess,royal_ghost,witch,->,ace_2,assassin_2,blaster_2,noble_2,superstar_2,undead_2
bandit,elec_giant,executioner,princess,royal_ghost,royal_giant,skele_drag,->,ace_2,assassin_2,blaster_2,giant_2,ranger_2,undead_2
bandit,elec_giant,executioner,princess,royal_ghost,royal_giant,witch,->,ace_2,assassin_2,blaster_2,giant_2,superstar_2,undead_2
bandit,elec_giant,executioner,princess,royal_giant,skele_drag,witch,->,ace_2,blaster_2,giant_2,ranger_2,superstar_2,undead_2
bandit,elec_giant,executioner,royal_ghost,royal_giant,skele_drag,spear_gobs,->,ace_2,assassin_2,blaster_2,giant_2,ranger_2,undead_2
bandit,elec_giant,executioner,royal_ghost,royal_giant,skele_drag,wizard,->,ace_2,assassin_2,blaster_2,giant_2,ranger_2,undead_2
bandit,elec_giant,executioner,royal_ghost,royal_giant,spear_gobs,witch,->,ace_2,assassin_2,blaster_2,giant_2,superstar_2,undead_2
bandit,elec_giant,executioner,royal_ghost,royal_giant,witch,wizard,->,ace_2,assassin_2,blaster_2,giant_2,superstar_2,undead_2
bandit,elec_giant,executioner,royal_ghost,skele_king,valkyrie,wizard,->,ace_2,assassin_2,blaster_2,brutalist_2,clan_2,undead_2
bandit,elec_giant,executioner,royal_ghost,valkyrie,witch,wizard,->,ace_2,assassin_2,blaster_2,clan_2,superstar_2,undead_2
bandit,elec_giant,executioner,royal_giant,skele_drag,spear_gobs,witch,->,ace_2,blaster_2,giant_2,ranger_2,superstar_2,undead_2
bandit,elec_giant,executioner,royal_giant,skele_drag,witch,wizard,->,ace_2,blaster_2,giant_2,ranger_2,superstar_2,undead_2
bandit,elec_giant,executioner,skele_king,valkyrie,witch,wizard,->,ace_2,blaster_2,brutalist_2,clan_2,superstar_2,undead_2
bandit,elec_giant,gob_machine,goblins,mega_knight,mini_pekka,pekka,->,ace_2,assassin_2,brawler_2,brutalist_2,goblin_2,pekka_2
bandit,elec_giant,gob_machine,goblins,mega_knight,musketeer,prince,->,ace_2,assassin_2,brawler_2,goblin_2,noble_2,superstar_2
bandit,elec_giant,gob_machine,goblins,mega_knight,skele_king,witch,->,ace_2,assassin_2,brutalist_2,goblin_2,superstar_2,undead_2
bandit,elec_giant,gob_machine,goblins,mini_pekka,monk,pekka,->,ace_2,assassin_2,brutalist_2,goblin_2,pekka_2,superstar_2
bandit,elec_giant,gob_machine,goblins,mini_pekka,monk,royal_giant,->,ace_2,assassin_2,brutalist_2,giant_2,goblin_2,superstar_2
bandit,elec_giant,gob_machine,goblins,monk,royal_giant,skele_drag,->,ace_2,assassin_2,giant_2,goblin_2,ranger_2,superstar_2
